	donor1_H1	donor1_H2	donor1_H3	donor2_H1	donor2_H2	donor2_H3	donor3_H1	donor3_H2	donor3_H3	donor4_H1	donor4_H2	donor4_H3	donor5_H1	donor5_H2	donor5_H3	donor6_H1	donor6_H2	donor6_H3	donor1_L1	donor1_L2	donor1_L3	donor2_L1	donor2_L2	donor2_L3	donor3_L1	donor3_L2	donor3_L3	donor4_L1	donor4_L2	donor4_L3	donor5_L1	donor5_L2	donor5_L3	donor6_L1	donor6_L2	donor6_L3	FC	Log2FC	pval	adj pval
HARS2	10315.6	6981.80963	10145.63075	10669.17222	10392.81323	10843.84325	7502.538949	7091.132938	10704.31825	0	2903.761792	0	13478.93573	7120.749897	6921.018706	8392.195114	11083.52922	8716.204242	7167.884841	14420.32849	11988.56662	9829.988035	0	8345.075162	8046.037314	10674.68065	11238.54862	0	0	0	5475.763099	8865.844588	8202.14899	11803.3503	11448.066	11497.55382	1.030642445	0.043543913	0.81170765	0.915043437
FUBP1; KHSRP	13324.8	13324.45656	10012.51407	0	0	0	0	0	0	0	0	0	0	4214.668197	0	0	0	0	0	0	9895.884883	0	0	0	0	0	0	0	0	0	0	0	0	13039.27359	15336.20807	9949.230259	0.84769666	-0.238379993	0.812125521	0.915324722
ITGAV	18999.8	16784.66763	17436.22295	12566.13043	10788.66696	11655.71759	11940.8081	15219.3477	13488.77367	13955.19479	13995.24293	10482.36173	12171.01317	11038.46915	11292.92603	20579.35605	19318.42414	14188.57673	16050.3786	15376.46287	14697.84209	11820.82089	11644.75323	12218.12357	13429.2986	12508.10593	13456.67602	9542.403576	19886.35334	13192.84699	12603.24056	14221.82335	14564.16656	15633.24992	16089.22323	15948.0749	1.011933762	0.017114858	0.813230632	0.9163803
CBX5	6738.94	5876.174757	2698.361401	15735.32715	15737.6896	13277.59913	15460.88374	15390.4158	19501.63422	6285.734219	6528.165323	5634.683727	16000.36979	14321.74793	12436.08745	11380.05417	9679.174489	11049.07023	7571.057782	9467.334749	10919.08535	16295.64163	15329.75485	16828.06739	14368.21962	16826.43968	14041.32587	4239.164865	4623.592223	8880.000909	10769.66117	12760.18128	12310.34088	11610.76106	10368.01699	9800.708424	0.98416863	-0.023022562	0.813652727	0.916665951
ABHD14B	44932.9	48274.37063	48700.48049	100545.9701	94471.53023	97355.3064	90858.97635	97864.32642	94944.99107	35648.15838	29623.45566	30385.15617	56763.11471	55024.05157	69586.76033	80140.37311	81437.80048	69694.15178	52364.94041	43442.8552	42949.99797	99250.64692	99940.5244	95210.48933	80013.9411	73478.89149	68629.56153	28504.15368	30561.87682	29087.65538	88552.16007	77624.26177	78130.7145	86617.00987	79549.7207	86976.61587	0.988206698	-0.01711526	0.813754154	0.916590292
FAF1	9765.16	9905.406839	8741.887919	13029.9434	11810.3019	11603.3914	13120.50046	11234.51216	13618.8075	6869.000268	6032.824531	8574.052795	14124.00481	12498.70766	8643.211026	10259.90973	8771.481413	9166.491217	9741.675166	9927.798385	9127.104159	12957.78396	11259.40311	12829.00746	10928.10844	10359.45868	10419.15333	5212.850672	21100.49098	6170.505615	10213.62609	11632.98451	11086.16907	9009.664048	9791.357421	10099.7736	0.978644991	-0.031142486	0.814061529	0.916746589
KIFAP3	8437.47	5981.658069	0	6552.97028	8050.206831	7418.955472	7797.32468	8152.612247	8075.582355	0	0	0	3129.60598	0	7745.186928	6858.562188	4188.018687	8081.907155	0	8666.445987	3220.427859	8683.799928	6740.654159	8211.427591	6748.921409	9994.368293	7225.49809	0	0	0	6187.506243	7307.802351	6444.396132	5459.050848	3279.377785	5537.898577	0.965450879	-0.050725237	0.814322839	0.916850958
COQ5	3302.98	0	1500.703996	0	994.9065668	3285.220634	0	1907.037986	1420.109302	0	0	0	4486.808923	4097.963662	0	0	2453.147985	1249.696071	4633.915037	0	5097.929909	3049.417032	1938.608367	2079.257003	0	0	0	0	0	0	0	1038.526399	989.4746668	1769.440315	3383.50583	2748.734232	0.924043242	-0.113967729	0.814420202	0.916770732
SPOCK1	0	0	0	2024.771611	2344.447581	0	2325.662878	0	0	0	0	0	0	0	0	3066.515034	2568.779965	3390.302773	0	0	0	3944.57337	2568.989551	0	0	0	0	0	0	0	0	3760.412117	0	2389.441013	2546.053233	1768.164966	0.925952321	-0.110990186	0.814507794	0.916679544
MSI1	6834.83	4986.764918	0	6880.587128	8822.425559	8696.337015	9421.937114	7076.403025	9311.71787	4110.243493	7283.708584	0	6620.345254	9873.692691	8857.307623	5157.317374	6053.516961	7686.589667	0	10037.81779	0	8057.028827	10426.55325	7811.432418	12556.31522	8078.307294	8505.34339	11460.87506	0	0	6569.244493	6949.641462	9048.343697	7134.545193	7541.189919	7045.631584	0.970726952	-0.042862546	0.814726206	0.916735593
PABPC1; PABPC5	27857.4	22904.21617	23986.52544	30650.00012	28859.74548	28103.77702	30720.87866	27491.913	30780.40615	9214.546798	10322.50757	12335.20618	28502.91948	24072.12767	32163.87966	32110.73679	29973.11532	36575.54537	17849.10177	17081.72999	11305.87365	41675.56959	36857.3082	40976.26273	38904.53082	36950.97116	34915.44617	5237.08032	7870.254991	5091.218384	34962.20999	38710.18627	41228.01566	24737.14818	19589.8946	22402.7744	0.979594373	-0.029743608	0.815561118	0.917485165
DUS3L	3183.82	0	2401.803757	2180.991834	0	1889.044797	2216.46178	0	0	0	0	0	0	0	0	2209.579422	3052.517295	1847.578954	2582.882846	0	2364.176177	0	2002.149067	0	0	0	0	663.3741207	0	0	2372.684496	0	1748.735056	3547.154281	2231.616201	2803.304188	0.934324002	-0.098005165	0.815729729	0.917485009
PRKCDBP	0	0	0	0	0	0	0	0	0	20549.81352	20958.36017	11875.10506	0	0	0	0	0	0	0	0	0	5019.617909	0	0	2642.61921	6332.480829	0	10370.74399	15145.42025	17652.58849	0	0	0	0	0	0	0.933870497	-0.098705595	0.816235634	0.917864145
HDDC2	10372.2	4610.690128	8804.745299	13992.80439	12883.28145	14550.94671	13452.22455	8855.271348	11691.11906	5070.072618	0	0	13891.5999	7768.429228	6734.242947	9572.933631	11817.66864	6095.270722	14266.15402	9092.521546	10017.83402	11955.69182	15997.58287	13084.06263	11861.26406	9179.544979	9283.382461	0	0	0	8045.666756	7459.144863	6816.698061	11273.51638	15087.8184	9681.781858	0.981979668	-0.02623494	0.81663257	0.918120613
CDK5	6321.31	10163.99457	7916.024604	8883.008665	8284.916766	7623.84595	7425.491508	8596.612258	7610.820353	0	3529.726348	3662.619951	7886.386631	6462.453053	7907.027992	6467.50303	7754.81402	6514.57509	4509.519461	7927.085515	10203.90964	8539.251754	8620.927137	8430.286775	7856.37549	8695.868725	9414.79749	4578.396175	0	0	3789.711891	6585.538597	8335.229253	6686.433593	8547.710864	8066.010607	1.018413214	0.026323043	0.81689214	0.918222569
C19orf53	0	2870.757082	2611.305451	7103.109116	5831.330049	0	3346.281063	2517.238033	3433.076541	8046.653299	4922.375707	0	3794.863655	9589.850432	4618.524264	4952.534772	2925.556721	4010.447709	8569.830177	0	0	7002.17536	5978.782765	5384.718485	7277.913552	5698.85404	5815.877579	3285.387495	0	5722.356405	6960.396347	4262.885577	3379.207785	0	5522.000089	0	0.94274032	-0.085067664	0.817150377	0.918322984
ZC2HC1A	9752.06	5167.264275	14593.35731	8387.77202	4797.165817	7763.086647	8896.879005	0	8366.060039	8203.597124	10896.68556	4042.341103	6471.603918	5720.262434	1874.280407	4381.829507	4407.827239	5563.713328	5164.360791	5363.776984	6940.035415	11969.14499	10164.04401	10963.81621	9891.484859	11302.28697	11639.75747	0	3244.529719	0	5385.846588	4469.735338	4924.511228	0	10133.16998	2405.901855	1.046711751	0.0658642	0.817194211	0.91818246
MRPL1	7450.09	5421.332135	4620.375748	7528.41686	6109.788275	9836.955864	0	3214.194864	7311.455877	0	0	0	5611.442288	0	0	7287.18333	8908.639836	10665.10875	7578.329551	4518.694214	5901.846407	3632.188329	9054.415167	4875.299293	3829.364127	3036.61164	0	0	0	0	6424.950939	6727.915842	7380.758445	6534.497338	4328.310917	6252.292242	1.048573042	0.068427361	0.817346791	0.918164154
TUBA4B	53766.9	45859.93326	31181.01054	126610.1173	100401.6355	119319.8607	105702.6564	104318.7478	107070.2442	23055.55422	24211.43085	32679.53065	60388.38975	79873.65878	84537.67786	91065.49584	101556.835	100905.271	67366.9255	79690.917	106160.0386	92762.59774	104873.3424	97592.04468	78377.09727	64480.24094	78450.86995	25224.50073	25709.03593	34046.9516	80405.14155	100741.9953	109688.1269	91665.32467	88649.53161	94493.94279	0.980375884	-0.028593099	0.817669672	0.918337122
RBM5	0	5589.552021	0	0	4075.573752	0	4348.687619	0	0	0	0	0	0	1661.332452	0	0	0	4866.872515	0	0	0	0	0	0	0	4207.483859	0	0	0	0	0	6072.436535	5257.961634	4724.788364	3595.727987	0	0.860997374	-0.215919257	0.817872556	0.918375277
TWF2	5016.25	5307.271904	4338.553217	3005.100433	3039.626239	4248.541276	3277.681254	4780.685047	6213.507104	2338.407691	4402.393973	4998.432653	3635.330915	1710.003398	5115.42593	6045.998784	5107.547608	4102.742022	3283.366608	3338.380992	3887.123228	5332.195138	4254.377458	4346.04867	4049.885206	5838.177055	3039.249964	5041.480541	3583.638129	1462.113691	5877.883669	3722.720331	5508.721088	4473.034516	3748.534388	4040.85067	1.024799855	0.035342176	0.818121158	0.91846474
ZNF233; ZNF836; ZNF816; ZNF74; ZNF534; ZNF7; ZNF536; ZNF454; ZNF728; ZNF626; ZNF749; ZNF267; ZNF430; ZNF765; ZNF284; ZNF761; ZNF665; ZSCAN29; ZFP28; ZNF75D; ZNF85; ZNF808; ZNF880; ZNF28; ZNF611; ZNF615; ZNF841; ZNF845; ZNF860; ZFP62; ZNF91; ZNF568; ZNF429; ZNF701; ZNF560	0	3838.107586	0	3182.219875	3739.957884	2271.406366	0	2550.228923	2691.998387	0	0	0	1330.109163	1704.232052	3569.183148	0	0	0	4609.559669	0	3487.04705	2450.547142	0	0	0	0	0	0	0	0	1466.873882	2939.718717	2433.338251	4463.255595	1546.443346	4150.546763	0.903080008	-0.147074286	0.818213551	0.918378834
HHLA2	11441.7	6901.279148	11405.23257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6517.876371	8390.342831	7136.575799	0	0	5101.359772	0	0	0	0	0	0	0	4931.608791	0	0	0	0	0.927377984	-0.108770617	0.818842566	0.918895156
STRN4; STRN3	0	0	0	6058.102105	5907.663755	3219.52475	6831.787803	4472.911013	6669.152978	0	0	0	6582.723544	6537.161138	0	0	3539.953328	0	7378.968444	3594.311306	7206.076379	2132.780831	3829.14613	3347.576798	0	1514.772304	3718.014441	0	0	0	0	5913.7084	0	4081.845633	4987.097072	6276.004824	0.922910359	-0.115737567	0.819373036	0.919300701
XPO7	15886.2	12713.63414	14017.89274	20615.7266	25621.81604	24225.76053	23092.9416	23502.03798	21454.43501	26680.62049	14340.19884	8561.0086	23773.80347	21839.47608	19416.44718	17129.72359	22377.14468	16898.26921	21145.11249	17588.29497	26779.15174	24297.2298	21534.62091	20597.26555	21894.27737	23566.22967	17474.66787	0	11838.88527	7615.234581	20349.04047	24370.56955	17907.31356	21252.60676	21720.39224	24359.24957	1.022820852	0.032553478	0.819376988	0.91911547
ATPAF2	10281.3	11867.85729	11669.99339	13476.94488	14262.08217	16546.37274	13181.6256	14502.27865	9890.276672	5223.493823	12775.46019	7705.920709	10276.55638	6518.150942	8878.366134	11001.05038	9719.669987	12168.70792	9319.552918	9835.606925	12470.53557	10114.57361	12229.00458	10739.439	10764.76645	9415.745665	11931.64511	9416.666082	10979.25109	15250.80125	10597.76958	10538.63598	13187.33774	12391.79369	11787.70744	12423.16808	0.983048207	-0.024665929	0.819445218	0.919002403
LRRFIP12	34865.6	32687.02525	34079.73413	38514.55473	35753.7491	38350.95181	33024.97604	32243.30963	36696.94535	4732.01162	13101.93323	10546.51643	42930.79617	41032.94447	37918.0318	26717.44091	26782.721	24147.36347	44210.66878	40037.36977	39325.3103	35033.20455	32306.69916	33546.1088	33483.72816	28948.93386	33115.90969	0	25930.68754	8589.835191	35158.87968	35780.6254	36440.97905	33854.92483	27972.48169	26107.9054	0.989601334	-0.01508065	0.819550026	0.918930397
PAAF1	10402.8	9540.892673	8887.786152	10419.99366	10966.86771	10956.42525	10535.85699	10554.17076	9883.362175	4274.538875	4934.234106	5672.208003	6215.321794	6209.483087	6531.462304	8410.785757	9707.326892	8445.106436	13165.61057	13362.43233	11417.25598	7297.003439	9823.81407	8817.39542	8483.037066	8744.107957	9305.596531	0	9901.906813	4018.558784	8257.089263	8470.31621	7814.685491	9816.5852	7927.983473	8461.862049	0.983643717	-0.023792239	0.81976649	0.918983589
GLUD1	111851	111368.989	113134.4489	100426.1018	101289.3391	94589.97072	87859.60908	76510.41018	86619.15666	70997.48959	67040.80744	71604.81405	73797.06608	69607.27229	75127.514	103538.0411	112130.8945	119120.1938	114599.4807	114249.1947	116010.4137	85156.126	84363.18069	86783.63599	83344.28876	74127.54786	77418.98702	67984.18335	62059.35835	65445.68787	95064.54971	91466.02889	95804.14835	111893.9204	114460.2386	117577.8255	0.993246701	-0.009775998	0.819956283	0.919006867
CTBS	14663.6	17295.04851	15978.81132	23450.30553	21703.69213	21738.53742	24287.28568	21299.29329	32897.06791	18661.80781	0	18103.70843	21959.68391	24900.27169	19655.58267	23400.73473	17229.29179	15421.98872	18655.06551	13767.23553	19877.05253	19246.97483	16778.4918	15955.55131	19257.43461	20546.61127	20582.88859	24043.39679	26987.24232	28261.3687	20498.84948	21834.24605	19022.66778	14774.49835	23685.4759	17381.95343	0.976436029	-0.034402566	0.820270249	0.91916928
C16orf58	6678.71	8616.367684	6078.219316	6035.775061	6240.303628	5330.494853	4550.858457	5967.488599	7616.771636	0	0	5235.245224	6772.423912	6459.644479	3164.997281	6212.52146	9029.312618	7831.175163	11797.68633	4840.046019	4758.216062	4674.945242	7637.96462	4743.85893	3309.815314	5586.698635	5656.27954	0	0	0	6182.830543	9364.510163	6791.446133	9660.923133	8065.720973	11419.15362	0.974449388	-0.03734084	0.82033199	0.919049048
HNRNPD; HNRNPDL	4353.7	5354.656678	6838.290009	7033.525656	8369.935284	6924.300044	6258.401913	5817.549747	5242.243847	3350.710255	4990.969593	7236.480726	13766.45035	10751.79629	8270.128402	8545.24539	11118.61404	11782.71092	8674.309873	5854.163295	9830.080418	7525.69615	6304.069867	8020.47064	7523.616845	5377.287932	11465.06217	5838.248496	4001.236556	3320.671616	8318.267324	6600.36215	7318.185729	11249.28259	11003.30769	10700.82391	0.97898556	-0.030640515	0.820996875	0.919604452
TTC38	16364.3	19644.29736	16737.26223	21704.90408	16079.87119	0	11921.34878	11723.59324	15676.18576	0	0	0	27138.89918	29270.30363	17254.53732	18192.39355	17157.85402	20877.90572	30748.56785	23772.42672	25704.44375	0	18077.23948	13242.58031	17146.21531	18376.97872	17555.56557	0	0	0	0	15071.17004	14748.47961	26140.46611	29874.58121	20292.60063	0.959344023	-0.059879833	0.822026018	0.920567551
HSPA1B; HSPA1A; HSPA6; HSPA1L	24431.9	20498.9367	24582.60542	24615.59531	25716.07519	24840.42044	24455.89492	26743.30434	26618.17696	19533.35869	18675.46719	26462.0344	38908.22621	35042.5302	22023.49292	22124.24065	25754.16492	31906.08519	38575.3289	26895.06601	29163.48649	28355.56731	31784.82179	28088.39638	21523.61287	16265.8245	27067.49496	34146.66432	20842.593	24173.3577	22495.30082	21036.89164	19644.54206	19949.10643	23617.87006	20956.38179	1.018368957	0.026260347	0.822027681	0.92037984
RAB6A	22144.4	24977.64468	26092.83177	23156.1044	23895.15965	26040.23473	24112.95311	28421.18878	27338.40842	14804.79311	19364.8608	17844.95708	22589.16419	20331.65701	20960.25172	25126.87282	26577.07319	27883.59583	21772.70997	24983.02164	23972.48476	24612.87074	29581.20249	21321.40819	23989.48166	23838.87682	25708.85093	12425.51232	13856.93504	15264.82882	26356.53744	24487.10757	24458.34051	27616.37865	27069.09996	27221.65873	1.007466109	0.010731307	0.822516731	0.920737795
TMEM181	162.942	227.6300719	344.6102113	0	0	179.8753297	213.7674447	182.9217425	711.2483479	0	0	0	0	463.6372919	0	237.773063	0	0	1001.37652	0	272.8424976	605.9073706	0	0	184.8418604	0	147.4458923	0	0	0	0	384.3714835	199.9942277	0	55.28599451	172.4076891	0.900786689	-0.150742586	0.822702123	0.920755752
ZDHHC13	13305.3	10839.80858	11463.3484	8163.534339	8233.051069	8117.210512	11385.87422	8736.734978	9934.641829	0	0	0	0	5256.847625	4695.172659	7775.457385	7661.078354	0	10216.61046	9904.427957	7697.5804	7973.822621	5601.139652	10068.79329	6394.183553	6139.157063	5314.136941	0	0	0	12782.59668	7505.31024	9065.348398	8447.34404	6686.658516	5898.967288	0.965512511	-0.050633141	0.822812159	0.920689382
MOV10	6545.56	8941.453622	7412.439115	7514.426473	0	6471.148279	7749.042685	7198.961838	5767.493366	0	0	0	3332.381183	6708.230866	13503.39238	8443.261222	6481.329924	6863.247257	14957.36543	0	8029.663923	6539.273004	5145.764633	7430.666709	6871.099321	8534.341205	7641.355983	0	0	0	6966.285034	8068.490176	7824.598825	7149.096143	7693.813602	3742.865769	0.965642642	-0.050438709	0.822817788	0.920506238
ELMOD2	36054.6	0	0	35433.21532	0	0	35219.41446	0	0	0	0	0	0	0	28111.91374	0	13829.02257	0	0	0	0	24606.53983	0	0	33673.36789	0	0	0	0	0	33872.18095	36217.27684	0	0	37112.27571	0	0.898275875	-0.154769507	0.823157113	0.920696405
FRG1	2634.1	8643.053623	6318.035486	5680.269558	5442.621031	5027.175806	6058.520406	4402.746807	5167.973203	0	3523.749646	5186.24952	6093.26805	5456.069183	7791.951201	5490.574224	4939.922451	7203.713104	6571.532359	7209.502288	8115.094081	5754.771877	5378.0741	8412.796323	9131.125613	7318.153671	3416.003659	0	0	0	5728.136859	5866.141219	4946.660032	5767.065521	4645.402741	4370.8267	1.026219071	0.037338741	0.823714201	0.92113001
TBC1D22A	0	0	0	5135.392949	3822.463596	0	5749.037169	5377.789299	7447.819394	0	0	0	0	0	0	0	0	0	0	0	0	5073.622807	6846.173903	3106.132746	0	0	0	0	0	0	4470.819351	4914.556998	0	0	0	0	1.12785865	0.173586272	0.823752112	0.920982981
FUCA2	0	0	0	3889.120126	0	3632.832538	0	0	0	0	0	5742.245026	0	0	0	2191.316599	0	3609.848608	0	0	0	0	3848.643612	0	0	0	0	0	2019.309505	0	3760.01964	4363.700382	3769.232923	0	0	3976.633106	0.877070893	-0.189234635	0.82394668	0.921011122
RGPD4	3042.97	3918.943332	3426.969045	2502.171953	1577.289204	2165.417007	2578.828568	2389.274062	3157.241996	0	0	0	6152.867778	2229.369418	0	1436.523778	0	0	0	1362.373683	0	1645.798418	3313.371547	2526.105187	3314.166977	0	2312.930759	0	0	0	3544.325762	3963.872442	3087.659959	2980.606704	1272.440842	3281.941098	1.060488786	0.084729365	0.824324172	0.921243684
C9orf78	9012.03	8621.379914	11293.61482	10437.92208	9859.021539	10254.0671	8990.82171	10810.20155	11491.25225	0	0	0	4432.829947	9368.986328	6882.465272	9615.709031	9742.675911	9432.178851	10434.17909	8949.797005	11040.27486	9107.767205	8584.93869	8646.236458	7334.175917	9831.492103	8130.524681	7513.578758	0	0	7571.63786	7135.317707	9519.966405	10620.15419	8613.758225	9567.903709	0.983474625	-0.024040265	0.824506136	0.921257678
SLC25A6; SLC25A5; SLC25A4	54950.9	56419.39177	58184.45461	19218.76062	21811.61539	22322.88502	19683.21172	22451.17472	16015.83321	10615.42679	19154.72616	20141.28641	23465.10125	19888.1225	23461.8486	34167.23421	32363.95603	32235.51643	55527.09214	53440.30486	50499.37094	13300.89651	14069.48609	11569.44961	14555.76084	13514.21382	17827.11946	11183.24538	14439.58199	14386.05697	25969.10749	25252.45064	22120.79297	57352.62675	51213.19928	49818.02705	0.981615069	-0.026770698	0.824591763	0.921164047
RBM6	0	0	5273.73713	4710.822148	3610.090998	7831.710031	2421.711768	5117.46181	5952.545035	9459.939041	0	0	8667.341771	0	5520.309927	6018.059944	4516.970639	4800.343474	6105.993043	7470.245811	3772.691033	6341.398244	5549.445523	4227.639753	6741.024356	4584.52886	2823.078198	0	0	0	7753.409586	7522.487568	2908.970028	1424.541173	5889.006305	4894.075779	0.947345614	-0.078037244	0.8258859	0.922420221
MISP	16497.9	14851.36492	15269.05206	15354.53532	14751.21078	15109.36173	18333.99438	15850.36846	17820.02391	0	0	0	17496.67536	25837.2342	18183.04989	15765.77523	12928.12454	12816.10726	16751.7053	24446.05155	20139.97561	16182.36362	17251.68154	16375.14381	17732.58535	14499.71403	19571.99534	0	0	0	16193.68054	10532.25463	16178.41558	10932.00143	12897.77603	12644.99891	1.018711791	0.026745949	0.826490222	0.922905594
SEH1L	8922.76	6969.077188	8007.576677	10828.81232	10635.24686	11024.54151	7963.358425	7470.385328	8349.765677	9176.512702	6034.724638	6654.02363	8220.448102	10052.67048	8595.060912	9134.594172	9280.76092	8164.088197	8976.307445	8035.870764	9838.991912	9384.778303	10985.20435	9627.864433	7406.939259	8560.160146	9694.495813	6570.823725	6485.34206	0	8176.067986	10228.22011	7364.795061	10905.20548	12886.9204	8300.130905	1.013402299	0.019207008	0.826609764	0.922849545
ZNF233	0	0	0	0	4562.641158	0	6187.753152	6087.487675	0	0	0	0	0	0	0	5983.26858	5438.380614	4534.6237	0	0	0	0	0	3878.421516	8272.35693	0	0	0	0	0	5764.588658	6458.309204	4754.828685	0	0	0	1.125844079	0.171007039	0.827780597	0.923966969
TPM4; TPM22	22641.3	0	20797.1245	0	0	5216.472156	0	0	0	42724.28706	0	48146.32118	9120.130642	10453.21728	9385.500089	9372.63478	0	6369.925314	0	18738.41624	20209.58957	6854.846109	5814.243314	0	0	0	0	33103.96909	0	40435.87745	8857.330957	12112.94542	8399.301465	6471.927187	8716.080581	6612.023978	1.044805286	0.063234102	0.827860983	0.923867028
ABAT	50728.8	53644.15263	55496.30275	40261.68338	40083.88048	37106.07244	31939.94752	29505.07721	24520.09146	28659.07418	28475.44516	28514.45148	28218.25915	25455.48834	27773.9981	36916.28069	33205.67484	31847.80532	51313.39992	48680.05265	59354.17568	28315.65999	32242.86678	32948.04456	27546.24833	28797.12756	33588.61461	24628.79092	22850.90494	30958.99572	33609.7819	30925.88567	31776.08888	38037.76238	40465.26755	42097.26607	0.990935411	-0.013137069	0.828036776	0.923873579
ACACA1	26385.3	21050.38045	19788.93257	23639.4924	27050.17809	26904.07798	27225.29887	27702.86272	23400.58505	13934.0931	15696.35749	0	20007.35095	21493.85619	21550.74445	18970.38766	18253.83214	20669.21237	0	0	19365.26523	23259.52631	25852.5615	25775.95564	26182.54315	20563.44268	28128.02004	44063.59992	0	22145.98038	18586.16678	22820.84398	19293.61836	25131.72126	20700.17816	19633.0978	1.033804526	0.047963423	0.828284204	0.923960036
RNF20; RNF40	3071.34	0	3123.431611	1106.7524	4330.397711	3121.384321	2859.431892	3563.644608	4111.155942	0	3359.183049	0	6326.540222	1908.365863	4291.872479	4222.58235	1608.216591	3649.712466	0	5000.475091	4365.248671	4431.058354	3415.357512	3047.820089	1077.154797	6708.285054	3815.124474	0	0	0	4207.528713	4136.901069	4099.601032	784.4584563	2387.389091	5399.377311	0.957981363	-0.061930506	0.829097656	0.924677735
